"funnel","rides","platform","age_group","request_date","revenue"
"ride accepted","13","android","Unknown","14:30:00","0"
"ride accepted","15","android","Unknown","14:31:00","0"
"ride accepted","6","android","Unknown","14:32:00","0"
"ride accepted","7","android","Unknown","14:33:00","0"
"ride accepted","9","android","Unknown","14:34:00","0"
"ride accepted","6","android","Unknown","14:35:00","0"
"ride accepted","4","android","Unknown","14:36:00","0"
"ride accepted","7","android","Unknown","14:37:00","0"
"ride accepted","1","android","Unknown","14:38:00","0"
"ride accepted","11","android","Unknown","14:39:00","0"
"ride accepted","7","android","Unknown","14:40:00","0"
"ride accepted","6","android","Unknown","14:41:00","0"
"ride accepted","7","android","Unknown","14:42:00","0"
"ride accepted","6","android","Unknown","14:43:00","0"
"ride accepted","5","android","Unknown","14:44:00","0"
"ride accepted","5","android","Unknown","14:45:00","0"
"ride accepted","11","android","Unknown","14:46:00","0"
"ride accepted","8","android","Unknown","14:47:00","0"
"ride accepted","9","android","Unknown","14:48:00","0"
"ride accepted","10","android","Unknown","14:49:00","0"
"ride accepted","14","android","Unknown","14:50:00","0"
"ride accepted","7","android","Unknown","14:51:00","0"
"ride accepted","5","android","Unknown","14:52:00","0"
"ride accepted","4","android","Unknown","14:53:00","0"
"ride accepted","6","android","Unknown","14:54:00","0"
"ride accepted","8","android","Unknown","14:55:00","0"
"ride accepted","7","android","Unknown","14:56:00","0"
"ride accepted","6","android","Unknown","14:57:00","0"
"ride accepted","10","android","Unknown","14:58:00","0"
"ride accepted","13","android","Unknown","14:59:00","0"
"ride accepted","6","android","Unknown","15:00:00","0"
"ride accepted","5","android","Unknown","15:01:00","0"
"ride accepted","9","android","Unknown","15:02:00","0"
"ride accepted","11","android","Unknown","15:03:00","0"
"ride accepted","15","android","Unknown","15:04:00","0"
"ride accepted","7","android","Unknown","15:05:00","0"
"ride accepted","12","android","Unknown","15:06:00","0"
"ride accepted","9","android","Unknown","15:07:00","0"
"ride accepted","8","android","Unknown","15:08:00","0"
"ride accepted","11","android","Unknown","15:09:00","0"
"ride accepted","13","android","Unknown","15:10:00","0"
"ride accepted","7","android","Unknown","15:11:00","0"
"ride accepted","4","android","Unknown","15:12:00","0"
"ride accepted","5","android","Unknown","15:13:00","0"
"ride accepted","6","android","Unknown","15:14:00","0"
"ride accepted","7","android","Unknown","15:15:00","0"
"ride accepted","5","android","Unknown","15:16:00","0"
"ride accepted","8","android","Unknown","15:17:00","0"
"ride accepted","6","android","Unknown","15:18:00","0"
"ride accepted","7","android","Unknown","15:19:00","0"
"ride accepted","10","android","Unknown","15:20:00","0"
"ride accepted","12","android","Unknown","15:21:00","0"
"ride accepted","8","android","Unknown","15:22:00","0"
"ride accepted","7","android","Unknown","15:23:00","0"
"ride accepted","6","android","Unknown","15:24:00","0"
"ride accepted","6","android","Unknown","15:25:00","0"
"ride accepted","10","android","Unknown","15:26:00","0"
"ride accepted","7","android","Unknown","15:27:00","0"
"ride accepted","5","android","Unknown","15:28:00","0"
"ride accepted","7","android","Unknown","15:29:00","0"
"ride accepted","3","android","Unknown","15:30:00","0"
"ride accepted","4","android","Unknown","15:31:00","0"
"ride accepted","8","android","Unknown","15:32:00","0"
"ride accepted","8","android","Unknown","15:33:00","0"
"ride accepted","8","android","Unknown","15:34:00","0"
"ride accepted","17","android","Unknown","15:35:00","0"
"ride accepted","7","android","Unknown","15:36:00","0"
"ride accepted","10","android","Unknown","15:37:00","0"
"ride accepted","14","android","Unknown","15:38:00","0"
"ride accepted","6","android","Unknown","15:39:00","0"
"ride accepted","9","android","Unknown","15:40:00","0"
"ride accepted","3","android","Unknown","15:41:00","0"
"ride accepted","5","android","Unknown","15:42:00","0"
"ride accepted","11","android","Unknown","15:43:00","0"
"ride accepted","12","android","Unknown","15:44:00","0"
"ride accepted","1","android","Unknown","15:45:00","0"
"ride accepted","10","android","Unknown","15:46:00","0"
"ride accepted","3","android","Unknown","15:47:00","0"
"ride accepted","11","android","Unknown","15:48:00","0"
"ride accepted","7","android","Unknown","15:49:00","0"
"ride accepted","7","android","Unknown","15:50:00","0"
"ride accepted","11","android","Unknown","15:51:00","0"
"ride accepted","7","android","Unknown","15:52:00","0"
"ride accepted","7","android","Unknown","15:53:00","0"
"ride accepted","4","android","Unknown","15:54:00","0"
"ride accepted","6","android","Unknown","15:55:00","0"
"ride accepted","7","android","Unknown","15:56:00","0"
"ride accepted","3","android","Unknown","15:57:00","0"
"ride accepted","9","android","Unknown","15:58:00","0"
"ride accepted","8","android","Unknown","15:59:00","0"
"ride accepted","62","android","Unknown","16:00:00","0"
"ride accepted","47","android","Unknown","16:01:00","0"
"ride accepted","50","android","Unknown","16:02:00","0"
"ride accepted","53","android","Unknown","16:03:00","0"
"ride accepted","48","android","Unknown","16:04:00","0"
"ride accepted","58","android","Unknown","16:05:00","0"
"ride accepted","42","android","Unknown","16:06:00","0"
"ride accepted","51","android","Unknown","16:07:00","0"
"ride accepted","56","android","Unknown","16:08:00","0"
"ride accepted","62","android","Unknown","16:09:00","0"
"ride accepted","51","android","Unknown","16:10:00","0"
"ride accepted","46","android","Unknown","16:11:00","0"
"ride accepted","54","android","Unknown","16:12:00","0"
"ride accepted","61","android","Unknown","16:13:00","0"
"ride accepted","58","android","Unknown","16:14:00","0"
"ride accepted","62","android","Unknown","16:15:00","0"
"ride accepted","52","android","Unknown","16:16:00","0"
"ride accepted","35","android","Unknown","16:17:00","0"
"ride accepted","48","android","Unknown","16:18:00","0"
"ride accepted","70","android","Unknown","16:19:00","0"
"ride accepted","50","android","Unknown","16:20:00","0"
"ride accepted","73","android","Unknown","16:21:00","0"
"ride accepted","53","android","Unknown","16:22:00","0"
"ride accepted","50","android","Unknown","16:23:00","0"
"ride accepted","58","android","Unknown","16:24:00","0"
"ride accepted","50","android","Unknown","16:25:00","0"
"ride accepted","65","android","Unknown","16:26:00","0"
"ride accepted","58","android","Unknown","16:27:00","0"
"ride accepted","57","android","Unknown","16:28:00","0"
"ride accepted","60","android","Unknown","16:29:00","0"
"ride accepted","58","android","Unknown","16:30:00","0"
"ride accepted","46","android","Unknown","16:31:00","0"
"ride accepted","64","android","Unknown","16:32:00","0"
"ride accepted","45","android","Unknown","16:33:00","0"
"ride accepted","54","android","Unknown","16:34:00","0"
"ride accepted","56","android","Unknown","16:35:00","0"
"ride accepted","51","android","Unknown","16:36:00","0"
"ride accepted","51","android","Unknown","16:37:00","0"
"ride accepted","47","android","Unknown","16:38:00","0"
"ride accepted","54","android","Unknown","16:39:00","0"
"ride accepted","52","android","Unknown","16:40:00","0"
"ride accepted","70","android","Unknown","16:41:00","0"
"ride accepted","59","android","Unknown","16:42:00","0"
"ride accepted","52","android","Unknown","16:43:00","0"
"ride accepted","50","android","Unknown","16:44:00","0"
"ride accepted","61","android","Unknown","16:45:00","0"
"ride accepted","51","android","Unknown","16:46:00","0"
"ride accepted","63","android","Unknown","16:47:00","0"
"ride accepted","63","android","Unknown","16:48:00","0"
"ride accepted","58","android","Unknown","16:49:00","0"
"ride accepted","58","android","Unknown","16:50:00","0"
"ride accepted","55","android","Unknown","16:51:00","0"
"ride accepted","47","android","Unknown","16:52:00","0"
"ride accepted","51","android","Unknown","16:53:00","0"
"ride accepted","40","android","Unknown","16:54:00","0"
"ride accepted","55","android","Unknown","16:55:00","0"
"ride accepted","66","android","Unknown","16:56:00","0"
"ride accepted","58","android","Unknown","16:57:00","0"
"ride accepted","45","android","Unknown","16:58:00","0"
"ride accepted","61","android","Unknown","16:59:00","0"
"ride accepted","51","android","Unknown","17:00:00","0"
"ride accepted","38","android","Unknown","17:01:00","0"
"ride accepted","59","android","Unknown","17:02:00","0"
"ride accepted","49","android","Unknown","17:03:00","0"
"ride accepted","75","android","Unknown","17:04:00","0"
"ride accepted","44","android","Unknown","17:05:00","0"
"ride accepted","52","android","Unknown","17:06:00","0"
"ride accepted","53","android","Unknown","17:07:00","0"
"ride accepted","52","android","Unknown","17:08:00","0"
"ride accepted","45","android","Unknown","17:09:00","0"
"ride accepted","58","android","Unknown","17:10:00","0"
"ride accepted","51","android","Unknown","17:11:00","0"
"ride accepted","59","android","Unknown","17:12:00","0"
"ride accepted","55","android","Unknown","17:13:00","0"
"ride accepted","54","android","Unknown","17:14:00","0"
"ride accepted","52","android","Unknown","17:15:00","0"
"ride accepted","47","android","Unknown","17:16:00","0"
"ride accepted","55","android","Unknown","17:17:00","0"
"ride accepted","55","android","Unknown","17:18:00","0"
"ride accepted","43","android","Unknown","17:19:00","0"
"ride accepted","53","android","Unknown","17:20:00","0"
"ride accepted","49","android","Unknown","17:21:00","0"
"ride accepted","46","android","Unknown","17:22:00","0"
"ride accepted","48","android","Unknown","17:23:00","0"
"ride accepted","57","android","Unknown","17:24:00","0"
"ride accepted","54","android","Unknown","17:25:00","0"
"ride accepted","50","android","Unknown","17:26:00","0"
"ride accepted","52","android","Unknown","17:27:00","0"
"ride accepted","52","android","Unknown","17:28:00","0"
"ride accepted","52","android","Unknown","17:29:00","0"
"ride accepted","58","android","Unknown","17:30:00","0"
"ride accepted","52","android","Unknown","17:31:00","0"
"ride accepted","59","android","Unknown","17:32:00","0"
"ride accepted","57","android","Unknown","17:33:00","0"
"ride accepted","51","android","Unknown","17:34:00","0"
"ride accepted","54","android","Unknown","17:35:00","0"
"ride accepted","53","android","Unknown","17:36:00","0"
"ride accepted","69","android","Unknown","17:37:00","0"
"ride accepted","60","android","Unknown","17:38:00","0"
"ride accepted","63","android","Unknown","17:39:00","0"
"ride accepted","54","android","Unknown","17:40:00","0"
"ride accepted","63","android","Unknown","17:41:00","0"
"ride accepted","63","android","Unknown","17:42:00","0"
"ride accepted","43","android","Unknown","17:43:00","0"
"ride accepted","48","android","Unknown","17:44:00","0"
"ride accepted","63","android","Unknown","17:45:00","0"
"ride accepted","71","android","Unknown","17:46:00","0"
"ride accepted","55","android","Unknown","17:47:00","0"
"ride accepted","55","android","Unknown","17:48:00","0"
"ride accepted","65","android","Unknown","17:49:00","0"
"ride accepted","64","android","Unknown","17:50:00","0"
"ride accepted","63","android","Unknown","17:51:00","0"
"ride accepted","62","android","Unknown","17:52:00","0"
"ride accepted","50","android","Unknown","17:53:00","0"
"ride accepted","60","android","Unknown","17:54:00","0"
"ride accepted","59","android","Unknown","17:55:00","0"
"ride accepted","66","android","Unknown","17:56:00","0"
"ride accepted","54","android","Unknown","17:57:00","0"
"ride accepted","57","android","Unknown","17:58:00","0"
"ride accepted","54","android","Unknown","17:59:00","0"
"ride accepted","74","android","Unknown","18:00:00","0"
"ride accepted","37","android","Unknown","18:01:00","0"
"ride accepted","33","android","Unknown","18:02:00","0"
"ride accepted","32","android","Unknown","18:03:00","0"
"ride accepted","40","android","Unknown","18:04:00","0"
"ride accepted","36","android","Unknown","18:05:00","0"
"ride accepted","33","android","Unknown","18:06:00","0"
"ride accepted","34","android","Unknown","18:07:00","0"
"ride accepted","44","android","Unknown","18:08:00","0"
"ride accepted","34","android","Unknown","18:09:00","0"
"ride accepted","37","android","Unknown","18:10:00","0"
"ride accepted","38","android","Unknown","18:11:00","0"
"ride accepted","34","android","Unknown","18:12:00","0"
"ride accepted","34","android","Unknown","18:13:00","0"
"ride accepted","34","android","Unknown","18:14:00","0"
"ride accepted","42","android","Unknown","18:15:00","0"
"ride accepted","29","android","Unknown","18:16:00","0"
"ride accepted","39","android","Unknown","18:17:00","0"
"ride accepted","52","android","Unknown","18:18:00","0"
"ride accepted","47","android","Unknown","18:19:00","0"
"ride accepted","38","android","Unknown","18:20:00","0"
"ride accepted","36","android","Unknown","18:21:00","0"
"ride accepted","40","android","Unknown","18:22:00","0"
"ride accepted","34","android","Unknown","18:23:00","0"
"ride accepted","36","android","Unknown","18:24:00","0"
"ride accepted","35","android","Unknown","18:25:00","0"
"ride accepted","42","android","Unknown","18:26:00","0"
"ride accepted","45","android","Unknown","18:27:00","0"
"ride accepted","39","android","Unknown","18:28:00","0"
"ride accepted","47","android","Unknown","18:29:00","0"
"ride accepted","36","android","Unknown","18:30:00","0"
"ride accepted","38","android","Unknown","18:31:00","0"
"ride accepted","29","android","Unknown","18:32:00","0"
"ride accepted","50","android","Unknown","18:33:00","0"
"ride accepted","41","android","Unknown","18:34:00","0"
"ride accepted","36","android","Unknown","18:35:00","0"
"ride accepted","28","android","Unknown","18:36:00","0"
"ride accepted","30","android","Unknown","18:37:00","0"
"ride accepted","44","android","Unknown","18:38:00","0"
"ride accepted","48","android","Unknown","18:39:00","0"
"ride accepted","41","android","Unknown","18:40:00","0"
"ride accepted","35","android","Unknown","18:41:00","0"
"ride accepted","36","android","Unknown","18:42:00","0"
"ride accepted","33","android","Unknown","18:43:00","0"
"ride accepted","44","android","Unknown","18:44:00","0"
"ride accepted","41","android","Unknown","18:45:00","0"
"ride accepted","37","android","Unknown","18:46:00","0"
"ride accepted","38","android","Unknown","18:47:00","0"
"ride accepted","36","android","Unknown","18:48:00","0"
"ride accepted","43","android","Unknown","18:49:00","0"
"ride accepted","42","android","Unknown","18:50:00","0"
"ride accepted","44","android","Unknown","18:51:00","0"
"ride accepted","41","android","Unknown","18:52:00","0"
"ride accepted","38","android","Unknown","18:53:00","0"
"ride accepted","37","android","Unknown","18:54:00","0"
"ride accepted","42","android","Unknown","18:55:00","0"
"ride accepted","34","android","Unknown","18:56:00","0"
"ride accepted","39","android","Unknown","18:57:00","0"
"ride accepted","40","android","Unknown","18:58:00","0"
"ride accepted","30","android","Unknown","18:59:00","0"
"ride accepted","39","android","Unknown","19:00:00","0"
"ride accepted","34","android","Unknown","19:01:00","0"
"ride accepted","43","android","Unknown","19:02:00","0"
"ride accepted","36","android","Unknown","19:03:00","0"
"ride accepted","33","android","Unknown","19:04:00","0"
"ride accepted","35","android","Unknown","19:05:00","0"
"ride accepted","41","android","Unknown","19:06:00","0"
"ride accepted","28","android","Unknown","19:07:00","0"
"ride accepted","52","android","Unknown","19:08:00","0"
"ride accepted","37","android","Unknown","19:09:00","0"
"ride accepted","41","android","Unknown","19:10:00","0"
"ride accepted","42","android","Unknown","19:11:00","0"
"ride accepted","36","android","Unknown","19:12:00","0"
"ride accepted","39","android","Unknown","19:13:00","0"
"ride accepted","35","android","Unknown","19:14:00","0"
"ride accepted","47","android","Unknown","19:15:00","0"
"ride accepted","42","android","Unknown","19:16:00","0"
"ride accepted","46","android","Unknown","19:17:00","0"
"ride accepted","41","android","Unknown","19:18:00","0"
"ride accepted","42","android","Unknown","19:19:00","0"
"ride accepted","26","android","Unknown","19:20:00","0"
"ride accepted","35","android","Unknown","19:21:00","0"
"ride accepted","38","android","Unknown","19:22:00","0"
"ride accepted","45","android","Unknown","19:23:00","0"
"ride accepted","31","android","Unknown","19:24:00","0"
"ride accepted","51","android","Unknown","19:25:00","0"
"ride accepted","38","android","Unknown","19:26:00","0"
"ride accepted","39","android","Unknown","19:27:00","0"
"ride accepted","56","android","Unknown","19:28:00","0"
"ride accepted","32","android","Unknown","19:29:00","0"
"ride accepted","27","android","Unknown","19:30:00","0"
"ride accepted","40","android","Unknown","19:31:00","0"
"ride accepted","37","android","Unknown","19:32:00","0"
"ride accepted","30","android","Unknown","19:33:00","0"
"ride accepted","39","android","Unknown","19:34:00","0"
"ride accepted","36","android","Unknown","19:35:00","0"
"ride accepted","35","android","Unknown","19:36:00","0"
"ride accepted","32","android","Unknown","19:37:00","0"
"ride accepted","35","android","Unknown","19:38:00","0"
"ride accepted","36","android","Unknown","19:39:00","0"
"ride accepted","41","android","Unknown","19:40:00","0"
"ride accepted","44","android","Unknown","19:41:00","0"
"ride accepted","45","android","Unknown","19:42:00","0"
"ride accepted","48","android","Unknown","19:43:00","0"
"ride accepted","43","android","Unknown","19:44:00","0"
"ride accepted","38","android","Unknown","19:45:00","0"
"ride accepted","51","android","Unknown","19:46:00","0"
"ride accepted","42","android","Unknown","19:47:00","0"
"ride accepted","34","android","Unknown","19:48:00","0"
"ride accepted","33","android","Unknown","19:49:00","0"
"ride accepted","38","android","Unknown","19:50:00","0"
"ride accepted","30","android","Unknown","19:51:00","0"
"ride accepted","34","android","Unknown","19:52:00","0"
"ride accepted","38","android","Unknown","19:53:00","0"
"ride accepted","30","android","Unknown","19:54:00","0"
"ride accepted","34","android","Unknown","19:55:00","0"
"ride accepted","40","android","Unknown","19:56:00","0"
"ride accepted","39","android","Unknown","19:57:00","0"
"ride accepted","41","android","Unknown","19:58:00","0"
"ride accepted","34","android","Unknown","19:59:00","0"
"ride accepted","39","android","Unknown","20:00:00","0"
"ride accepted","2","android","Unknown","20:01:00","0"
"ride accepted","3","android","Unknown","20:04:00","0"
"ride accepted","5","android","Unknown","20:06:00","0"
"ride accepted","2","android","Unknown","20:07:00","0"
"ride accepted","1","android","Unknown","20:08:00","0"
"ride accepted","5","android","Unknown","20:09:00","0"
"ride accepted","2","android","Unknown","20:10:00","0"
"ride accepted","2","android","Unknown","20:11:00","0"
"ride accepted","1","android","Unknown","20:13:00","0"
"ride accepted","2","android","Unknown","20:14:00","0"
"ride accepted","1","android","Unknown","20:15:00","0"
"ride accepted","2","android","Unknown","20:16:00","0"
"ride accepted","6","android","Unknown","20:17:00","0"
"ride accepted","1","android","Unknown","20:18:00","0"
"ride accepted","1","android","Unknown","20:19:00","0"
"ride accepted","2","android","Unknown","20:21:00","0"
"ride accepted","1","android","Unknown","20:22:00","0"
"ride accepted","1","android","Unknown","20:23:00","0"
"ride accepted","2","android","Unknown","20:24:00","0"
"ride accepted","1","android","Unknown","20:26:00","0"
"ride accepted","2","android","Unknown","20:27:00","0"
"ride accepted","2","android","Unknown","20:29:00","0"
"ride accepted","2","android","Unknown","20:30:00","0"
"ride accepted","1","android","Unknown","20:32:00","0"
"ride accepted","2","android","Unknown","20:34:00","0"
"ride accepted","3","android","Unknown","20:35:00","0"
"ride accepted","1","android","Unknown","20:36:00","0"
"ride accepted","2","android","Unknown","20:37:00","0"
"ride accepted","2","android","Unknown","20:39:00","0"
"ride accepted","2","android","Unknown","20:40:00","0"
"ride accepted","1","android","Unknown","20:41:00","0"
"ride accepted","1","android","Unknown","20:42:00","0"
"ride accepted","3","android","Unknown","20:43:00","0"
"ride accepted","2","android","Unknown","20:44:00","0"
"ride accepted","1","android","Unknown","20:46:00","0"
"ride accepted","1","android","Unknown","20:47:00","0"
"ride accepted","2","android","Unknown","20:48:00","0"
"ride accepted","1","android","Unknown","20:49:00","0"
"ride accepted","2","android","Unknown","20:50:00","0"
"ride accepted","1","android","Unknown","20:52:00","0"
"ride accepted","1","android","Unknown","20:55:00","0"
"ride accepted","1","android","Unknown","20:57:00","0"
"ride accepted","2","android","Unknown","20:58:00","0"
"ride accepted","2","android","Unknown","20:59:00","0"
"ride accepted","1","android","Unknown","21:00:00","0"
"ride accepted","3","android","Unknown","21:01:00","0"
"ride accepted","1","android","Unknown","21:02:00","0"
"ride accepted","1","android","Unknown","21:03:00","0"
"ride accepted","6","android","Unknown","21:04:00","0"
"ride accepted","2","android","Unknown","21:05:00","0"
"ride accepted","2","android","Unknown","21:09:00","0"
"ride accepted","2","android","Unknown","21:10:00","0"
"ride accepted","1","android","Unknown","21:12:00","0"
"ride accepted","1","android","Unknown","21:13:00","0"
"ride accepted","1","android","Unknown","21:14:00","0"
"ride accepted","1","android","Unknown","21:15:00","0"
"ride accepted","1","android","Unknown","21:16:00","0"
"ride accepted","3","android","Unknown","21:17:00","0"
"ride accepted","1","android","Unknown","21:18:00","0"
"ride accepted","2","android","Unknown","21:19:00","0"
"ride accepted","1","android","Unknown","21:20:00","0"
"ride accepted","2","android","Unknown","21:21:00","0"
"ride accepted","3","android","Unknown","21:22:00","0"
"ride accepted","1","android","Unknown","21:23:00","0"
"ride accepted","2","android","Unknown","21:24:00","0"
"ride accepted","1","android","Unknown","21:25:00","0"
"ride accepted","1","android","Unknown","21:26:00","0"
"ride accepted","1","android","Unknown","21:27:00","0"
"ride accepted","4","android","Unknown","21:29:00","0"
"ride accepted","4","android","Unknown","21:30:00","0"
"ride accepted","3","android","Unknown","21:31:00","0"
"ride accepted","3","android","Unknown","21:33:00","0"
"ride accepted","2","android","Unknown","21:34:00","0"
"ride accepted","1","android","Unknown","21:36:00","0"
"ride accepted","2","android","Unknown","21:37:00","0"
"ride accepted","3","android","Unknown","21:38:00","0"
"ride accepted","2","android","Unknown","21:39:00","0"
"ride accepted","4","android","Unknown","21:40:00","0"
"ride accepted","4","android","Unknown","21:41:00","0"
"ride accepted","3","android","Unknown","21:42:00","0"
"ride accepted","4","android","Unknown","21:43:00","0"
"ride accepted","1","android","Unknown","21:44:00","0"
"ride accepted","2","android","Unknown","21:45:00","0"
"ride accepted","1","android","Unknown","21:46:00","0"
"ride accepted","3","android","Unknown","21:47:00","0"
"ride accepted","2","android","Unknown","21:48:00","0"
"ride accepted","1","android","Unknown","21:49:00","0"
"ride accepted","4","android","Unknown","21:50:00","0"
"ride accepted","4","android","Unknown","21:51:00","0"
"ride accepted","1","android","Unknown","21:52:00","0"
"ride accepted","3","android","Unknown","21:53:00","0"
"ride accepted","3","android","Unknown","21:54:00","0"
"ride accepted","3","android","Unknown","21:55:00","0"
"ride accepted","3","android","Unknown","21:56:00","0"
"ride accepted","1","android","Unknown","21:57:00","0"
"ride accepted","2","android","Unknown","21:58:00","0"
"ride accepted","1","android","Unknown","22:00:00","0"
"ride accepted","2","android","Unknown","22:03:00","0"
"ride accepted","1","android","Unknown","22:04:00","0"
"ride accepted","2","android","Unknown","22:05:00","0"
"ride accepted","2","android","Unknown","22:07:00","0"
"ride accepted","2","android","Unknown","22:08:00","0"
"ride accepted","4","android","Unknown","22:10:00","0"
"ride accepted","3","android","Unknown","22:11:00","0"
"ride accepted","1","android","Unknown","22:12:00","0"
"ride accepted","2","android","Unknown","22:13:00","0"
"ride accepted","2","android","Unknown","22:15:00","0"
"ride accepted","4","android","Unknown","22:18:00","0"
"ride accepted","2","android","Unknown","22:19:00","0"
"ride accepted","3","android","Unknown","22:20:00","0"
"ride accepted","1","android","Unknown","22:21:00","0"
"ride accepted","1","android","Unknown","22:22:00","0"
"ride accepted","4","android","Unknown","22:23:00","0"
"ride accepted","1","android","Unknown","22:24:00","0"
"ride accepted","4","android","Unknown","22:25:00","0"
"ride accepted","1","android","Unknown","22:26:00","0"
"ride accepted","3","android","Unknown","22:28:00","0"
"ride accepted","1","android","Unknown","22:29:00","0"
"ride accepted","1","android","Unknown","22:30:00","0"
"ride accepted","3","android","Unknown","22:31:00","0"
"ride accepted","1","android","Unknown","22:32:00","0"
"ride accepted","2","android","Unknown","22:33:00","0"
"ride accepted","4","android","Unknown","22:34:00","0"
"ride accepted","2","android","Unknown","22:35:00","0"
"ride accepted","3","android","Unknown","22:36:00","0"
"ride accepted","1","android","Unknown","22:38:00","0"
"ride accepted","1","android","Unknown","22:39:00","0"
"ride accepted","2","android","Unknown","22:41:00","0"
"ride accepted","1","android","Unknown","22:42:00","0"
"ride accepted","2","android","Unknown","22:43:00","0"
"ride accepted","2","android","Unknown","22:44:00","0"
"ride accepted","2","android","Unknown","22:45:00","0"
"ride accepted","1","android","Unknown","22:46:00","0"
"ride accepted","4","android","Unknown","22:47:00","0"
"ride accepted","1","android","Unknown","22:49:00","0"
"ride accepted","2","android","Unknown","22:51:00","0"
"ride accepted","2","android","Unknown","22:52:00","0"
"ride accepted","2","android","Unknown","22:53:00","0"
"ride accepted","1","android","Unknown","22:54:00","0"
"ride accepted","2","android","Unknown","22:55:00","0"
"ride accepted","2","android","Unknown","22:56:00","0"
"ride accepted","1","android","Unknown","22:57:00","0"
"ride accepted","2","android","Unknown","22:58:00","0"
"ride accepted","1","android","Unknown","23:00:00","0"
"ride accepted","1","android","Unknown","23:01:00","0"
"ride accepted","2","android","Unknown","23:02:00","0"
"ride accepted","1","android","Unknown","23:03:00","0"
"ride accepted","2","android","Unknown","23:04:00","0"
"ride accepted","2","android","Unknown","23:06:00","0"
"ride accepted","4","android","Unknown","23:07:00","0"
"ride accepted","2","android","Unknown","23:08:00","0"
"ride accepted","4","android","Unknown","23:09:00","0"
"ride accepted","2","android","Unknown","23:10:00","0"
"ride accepted","2","android","Unknown","23:11:00","0"
"ride accepted","1","android","Unknown","23:13:00","0"
"ride accepted","1","android","Unknown","23:14:00","0"
"ride accepted","2","android","Unknown","23:15:00","0"
"ride accepted","2","android","Unknown","23:17:00","0"
"ride accepted","2","android","Unknown","23:18:00","0"
"ride accepted","1","android","Unknown","23:19:00","0"
"ride accepted","1","android","Unknown","23:21:00","0"
"ride accepted","3","android","Unknown","23:22:00","0"
"ride accepted","2","android","Unknown","23:23:00","0"
"ride accepted","2","android","Unknown","23:24:00","0"
"ride accepted","1","android","Unknown","23:26:00","0"
"ride accepted","2","android","Unknown","23:27:00","0"
"ride accepted","1","android","Unknown","23:28:00","0"
"ride accepted","1","android","Unknown","23:30:00","0"
"ride accepted","4","android","Unknown","23:32:00","0"
"ride accepted","2","android","Unknown","23:33:00","0"
"ride accepted","2","android","Unknown","23:35:00","0"
"ride accepted","2","android","Unknown","23:36:00","0"
"ride accepted","2","android","Unknown","23:37:00","0"
"ride accepted","1","android","Unknown","23:38:00","0"
"ride accepted","1","android","Unknown","23:39:00","0"
"ride accepted","2","android","Unknown","23:40:00","0"
"ride accepted","1","android","Unknown","23:43:00","0"
"ride accepted","1","android","Unknown","23:44:00","0"
"ride accepted","5","android","Unknown","23:45:00","0"
"ride accepted","5","android","Unknown","23:46:00","0"
"ride accepted","1","android","Unknown","23:47:00","0"
"ride accepted","1","android","Unknown","23:49:00","0"
"ride accepted","1","android","Unknown","23:51:00","0"
"ride accepted","1","android","Unknown","23:52:00","0"
"ride accepted","1","android","Unknown","23:53:00","0"
"ride accepted","1","android","Unknown","23:54:00","0"
"ride accepted","2","android","Unknown","23:55:00","0"
"ride accepted","1","android","Unknown","23:56:00","0"
"ride accepted","1","android","Unknown","23:57:00","0"
"ride accepted","1","android","Unknown","23:58:00","0"
"ride accepted","1","android","Unknown","23:59:00","0"
"ride accepted","2","ios","18-24","00:01:00","0"
"ride accepted","3","ios","18-24","00:03:00","0"
"ride accepted","1","ios","18-24","00:04:00","0"
"ride accepted","1","ios","18-24","00:05:00","0"
"ride accepted","1","ios","18-24","00:06:00","0"
"ride accepted","1","ios","18-24","00:07:00","0"
"ride accepted","2","ios","18-24","00:09:00","0"
"ride accepted","1","ios","18-24","00:10:00","0"
"ride accepted","1","ios","18-24","00:11:00","0"
"ride accepted","1","ios","18-24","00:12:00","0"
"ride accepted","1","ios","18-24","00:13:00","0"
"ride accepted","1","ios","18-24","00:14:00","0"
"ride accepted","2","ios","18-24","00:16:00","0"
"ride accepted","4","ios","18-24","00:17:00","0"
"ride accepted","1","ios","18-24","00:18:00","0"
"ride accepted","2","ios","18-24","00:19:00","0"
"ride accepted","3","ios","18-24","00:21:00","0"
"ride accepted","1","ios","18-24","00:25:00","0"
"ride accepted","1","ios","18-24","00:26:00","0"
"ride accepted","2","ios","18-24","00:28:00","0"
"ride accepted","1","ios","18-24","00:29:00","0"
"ride accepted","2","ios","18-24","00:31:00","0"
"ride accepted","1","ios","18-24","00:32:00","0"
"ride accepted","1","ios","18-24","00:34:00","0"
"ride accepted","2","ios","18-24","00:37:00","0"
"ride accepted","4","ios","18-24","00:38:00","0"
"ride accepted","1","ios","18-24","00:39:00","0"
"ride accepted","1","ios","18-24","00:40:00","0"
"ride accepted","1","ios","18-24","00:41:00","0"
"ride accepted","2","ios","18-24","00:42:00","0"
"ride accepted","1","ios","18-24","00:43:00","0"
"ride accepted","1","ios","18-24","00:44:00","0"
"ride accepted","1","ios","18-24","00:48:00","0"
"ride accepted","5","ios","18-24","00:49:00","0"
"ride accepted","1","ios","18-24","00:50:00","0"
"ride accepted","1","ios","18-24","00:52:00","0"
"ride accepted","1","ios","18-24","00:53:00","0"
